Date,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС"
2016-02-22 00:00:00,4325,166,9335,9177,9664,47,4200.0,50.0,170,150,187,177,3450,8163,38.0,4700,8650,8603,4650,187,1130.0,1725.0,11700,74,2525.0,9232,5000.0,175,4322,3800.0,2456.0,1751.0,1134.0,22.0
2016-02-29 00:00:00,4325,177,9408,8899,9745,50,4200.0,53.0,182,160,188,177,3450,8007,40.0,4700,8650,8729,4650,189,1130.0,1725.0,11700,76,2525.0,9276,5000.0,188,4322,3800.0,2596.0,1828.0,1077.0,21.0
2016-03-07 00:00:00,4325,189,9437,9266,9724,51,4200.0,57.5,190,169,192,182,3450,7993,44.5,4700,8650,8760,4650,210,1130.0,1875.0,12300,79,2850.0,9373,5000.0,195,4322,3800.0,2596.0,1828.0,1077.0,21.0
2016-03-14 00:00:00,4325,203,9887,8946,9729,60,4200.0,61.0,206,186,193,200,3450,8604,48.0,4700,8650,9023,4650,210,1130.0,1875.0,12300,79,2850.0,9501,5000.0,208,4322,3800.0,2596.0,1828.0,1077.0,21.0
2016-03-21 00:00:00,4325,214,9933,8800,10195,55,4200.0,60.0,215,191,190,210,3450,8865,47.0,4700,8650,9462,4650,240,1130.0,1875.0,12300,80,2850.0,9711,5000.0,220,4322,3800.0,2596.0,1828.0,1077.0,21.0
2016-03-28 00:00:00,4325,217,9990,8900,10444,57,4200.0,61.0,217,200,214,228,3450,8942,48.0,4700,8650,9745,4650,250,1130.0,1875.0,12300,80,2850.0,9836,5000.0,227,4322,3800.0,2818.0,2001.0,1074.0,21.0
2016-04-04 00:00:00,4325,225,9901,8700,10595,54,4200.0,63.0,229,208,236,238,3450,9096,47.0,4700,8650,9847,4650,250,1130.0,1875.0,12300,82,2850.0,9847,5000.0,232,4322,3800.0,2818.0,2001.0,1074.0,21.0
2016-04-11 00:00:00,4575,240,10292,9006,10673,54,4400.0,63.0,244,223,241,243,3550,9097,47.0,5150,8850,9857,5075,260,1250.0,2275.0,14200,86,3325.0,10284,5400.0,258,4642,4100.0,2818.0,2001.0,1074.0,21.0
2016-04-18 00:00:00,4575,257,10153,8701,10732,59,4400.0,66.5,261,242,244,248,3550,9268,49.5,5150,8850,9924,5075,275,1250.0,2275.0,14200,90,3325.0,10461,5400.0,268,4642,4100.0,2818.0,2001.0,1074.0,21.0
2016-04-25 00:00:00,4575,274,10120,8760,11019,65,4400.0,69.5,277,255,251,268,3550,9717,52.5,5150,8850,10402,5075,295,1250.0,2275.0,14200,94,3325.0,10579,5400.0,293,4642,4100.0,2818.0,2001.0,1074.0,21.0
2016-05-02 00:00:00,4575,289,10471,8734,11567,64,4400.0,69.0,289,271,288,275,3550,10325,52.0,5150,8850,10849,5075,325,1250.0,2275.0,14200,97,3325.0,10763,5400.0,309,4642,4100.0,3506.0,2304.0,1119.0,22.0
2016-05-09 00:00:00,4575,309,11395,8788,11860,60,4400.0,67.5,315,288,295,305,3550,10585,51.0,5150,8850,11034,5075,325,1250.0,2250.0,19500,96,3275.0,10978,5400.0,327,4642,4100.0,3506.0,2304.0,1119.0,22.0
2016-05-16 00:00:00,4575,299,12611,10887,12128,55,4400.0,65.0,306,271,295,285,3550,10986,48.5,5150,8850,11282,5075,315,1250.0,2250.0,19500,94,3275.0,11980,5400.0,299,4642,4100.0,3506.0,2304.0,1119.0,22.0
2016-05-23 00:00:00,4575,289,12380,10862,12196,55,4400.0,65.0,302,254,295,270,3550,11022,48.5,5150,8850,11403,5075,285,1250.0,2250.0,19500,91,3275.0,12248,5400.0,296,4642,4100.0,3506.0,2304.0,1119.0,22.0
2016-05-30 00:00:00,4575,274,12420,10793,12443,51,4400.0,60.0,288,199,292,250,3550,11457,46.5,5150,8850,11810,5075,280,1250.0,2250.0,19500,86,3275.0,12613,5400.0,275,4642,4100.0,3434.0,2284.0,1149.0,22.0
2016-06-06 00:00:00,4575,251,12587,11245,12890,51,4400.0,60.0,254,195,290,230,3550,11276,46.5,5150,8875,11984,5075,265,1250.0,2375.0,17750,87,3350.0,12801,5400.0,255,4642,4100.0,3434.0,2284.0,1149.0,22.0
2016-06-13 00:00:00,4575,216,12587,11222,12802,52,4400.0,68.5,217,198,286,225,3550,11296,50.5,5150,8875,11884,5075,245,1250.0,2375.0,17750,90,3350.0,12570,5400.0,232,4642,4100.0,3434.0,2284.0,1149.0,22.0
2016-06-20 00:00:00,4575,211,12827,11117,12540,51,4400.0,68.0,215,193,288,233,3550,11213,50.0,5150,8875,11643,5075,250,1250.0,2375.0,17750,91,3350.0,12311,5400.0,228,4642,4100.0,3434.0,2284.0,1149.0,22.0
2016-06-27 00:00:00,4575,211,12750,11051,12171,51,4400.0,68.0,222,194,288,233,3550,11015,50.0,5150,8875,11323,5075,250,1250.0,2375.0,17750,91,3350.0,12160,5400.0,221,4642,4100.0,3541.0,2373.0,1157.0,22.0
2016-07-04 00:00:00,4575,203,12157,9292,12045,54,4400.0,69.0,207,193,253,233,3550,10216,51.5,5150,8875,10824,5075,240,1250.0,2375.0,17750,91,3350.0,11178,5400.0,217,4642,4100.0,3541.0,2373.0,1157.0,22.0
2016-07-11 00:00:00,4575,202,11872,9427,11352,56,4400.0,62.5,203,185,245,226,3550,9895,45.0,5150,9025,10444,5075,245,1250.0,2025.0,15900,92,3075.0,11159,5400.0,212,4622,3900.0,3541.0,2373.0,1157.0,22.0
2016-07-18 00:00:00,4575,202,11488,9273,11350,58,4400.0,63.5,204,187,250,226,3550,9705,46.0,5150,9025,10419,5075,245,1250.0,2025.0,15900,96,3075.0,11023,5400.0,218,4622,3900.0,3541.0,2373.0,1157.0,22.0
2016-07-25 00:00:00,4575,210,11392,9242,11269,56,4400.0,62.5,208,200,250,226,3550,9524,45.0,5150,9025,10193,5075,250,1250.0,2025.0,15900,97,3075.0,11030,5400.0,225,4622,3900.0,3541.0,2373.0,1157.0,22.0
2016-08-01 00:00:00,4575,213,11309,9162,11248,59,4400.0,63.5,217,201,248,226,3550,9532,46.5,5150,9025,10197,5075,250,1250.0,2025.0,15900,100,3075.0,10479,5400.0,229,4622,3900.0,2930.0,1987.0,1146.0,23.0
2016-08-08 00:00:00,4575,212,11239,9446,11230,60,4400.0,69.0,217,201,250,228,3550,9593,52.5,5150,9225,10411,5075,245,1235.0,2050.0,14750,103,3225.0,10607,5400.0,229,4630,3975.0,2930.0,1987.0,1146.0,23.0
2016-08-15 00:00:00,4575,213,11354,9424,11421,61,4400.0,69.5,217,197,245,228,3550,9971,53.0,5150,9225,10515,5075,250,1235.0,2050.0,14750,106,3225.0,10802,5400.0,228,4630,3975.0,2930.0,1987.0,1146.0,23.0
2016-08-22 00:00:00,4575,208,11519,9446,11509,61,4400.0,69.5,217,200,245,225,3550,10190,53.0,5150,9225,10607,5075,255,1235.0,2050.0,14750,114,3225.0,10858,5400.0,224,4630,3975.0,2930.0,1987.0,1146.0,23.0
2016-08-29 00:00:00,4575,216,11484,10509,11664,61,4400.0,69.5,217,195,250,225,3550,10287,53.0,5150,9225,10750,5075,255,1235.0,2050.0,14750,124,3225.0,11265,5400.0,225,4630,3975.0,3232.0,2123.0,1198.0,23.0
2016-09-05 00:00:00,4575,210,11336,10694,11876,59,4400.0,70.0,217,196,250,226,3550,10344,53.0,5150,9525,11036,5075,255,1235.0,2350.0,14750,139,3525.0,11689,5400.0,225,4637,4050.0,3232.0,2123.0,1198.0,23.0
2016-09-12 00:00:00,4575,209,11512,10918,12191,59,4400.0,70.0,217,191,250,225,3550,10542,53.0,5150,9525,11352,5075,255,1235.0,2350.0,14750,166,3525.0,12011,5400.0,223,4637,4050.0,3232.0,2123.0,1198.0,23.0
2016-09-19 00:00:00,4575,208,11489,11193,12420,56,4400.0,68.0,212,188,248,236,3550,10720,51.0,5150,9525,11495,5075,245,1235.0,2350.0,14750,199,3525.0,12257,5400.0,218,4637,4050.0,3232.0,2123.0,1198.0,23.0
2016-09-26 00:00:00,4575,204,11403,11153,12568,56,4400.0,68.0,209,188,248,230,3550,10937,51.0,5150,9525,11623,5075,250,1235.0,2350.0,14750,206,3525.0,12321,5400.0,210,4637,4050.0,3567.0,2298.0,1097.0,22.0
2016-10-03 00:00:00,4575,196,11612,11111,12591,56,4400.0,69.0,196,181,248,223,3550,11062,51.0,5150,9525,11721,5075,243,1235.0,2350.0,14750,209,3525.0,12279,5400.0,210,4637,4050.0,3567.0,2298.0,1097.0,22.0
2016-10-10 00:00:00,7100,201,12954,11304,13005,55,6450.0,70.0,203,186,243,223,5850,11807,53.0,8150,12900,12201,7700,235,1135.0,2375.0,13400,211,3435.0,13247,8100.0,215,7156,6050.0,3567.0,2298.0,1097.0,22.0
2016-10-17 00:00:00,7100,206,12869,11273,13017,57,6450.0,71.5,208,194,243,223,5850,11839,54.0,8150,12900,12182,7700,240,1135.0,2375.0,13400,222,3435.0,13132,8100.0,220,7156,6050.0,3567.0,2298.0,1097.0,22.0
2016-10-24 00:00:00,7100,213,12672,11552,12976,59,6450.0,73.5,217,208,235,228,5850,11878,55.0,8150,12900,12203,7700,250,1135.0,2375.0,13400,239,3435.0,13125,8100.0,228,7156,6050.0,3567.0,2298.0,1097.0,22.0
2016-10-31 00:00:00,7100,221,12716,11786,12682,62,6450.0,74.5,221,206,235,228,5850,11589,55.5,8150,12900,11917,7700,270,1135.0,2375.0,13400,250,3435.0,12621,8100.0,235,7156,6050.0,3509.0,2330.0,1049.0,22.0
2016-11-07 00:00:00,7100,237,12660,11792,12548,65,6450.0,76.5,240,213,249,233,5850,11729,57.5,8150,12900,11819,8700,290,1135.0,2425.0,13900,265,3300.0,12713,8450.0,253,7522,6625.0,3509.0,2330.0,1049.0,22.0
2016-11-14 00:00:00,7100,252,12564,11584,12483,72,6450.0,77.5,255,236,249,260,5850,11742,59.5,8150,12900,11800,8700,315,1135.0,2425.0,13900,302,3300.0,12866,8450.0,269,7522,6625.0,3509.0,2330.0,1049.0,22.0
2016-11-21 00:00:00,7100,255,12917,11719,12729,74,6450.0,78.5,262,240,278,273,5850,11858,60.5,8150,12900,12108,8700,325,1135.0,2425.0,13900,306,3300.0,12932,8450.0,272,7522,6625.0,3509.0,2330.0,1049.0,22.0
