dt,Price,year,month,quarter,day_of_week,day_of_month,rolling_std,normalized_price,log_normalized_price
2018-08-27,-0.39057151320606875,2018,8,3,0,27,1879.8976438931186,22.92678015742566,3.132305666492077
2018-09-03,-0.48623729989914644,2018,9,3,0,3,3454.2683301922866,14.09849940560033,2.6460683665929308
2018-09-10,-0.21954348989984718,2018,9,3,0,10,4315.570382611365,11.319477072330985,2.4265248766930836
2018-09-17,-0.10362802981184771,2018,9,3,0,17,4737.783332856258,10.205194413323103,2.322896846881236
2018-09-24,-0.056220829218669444,2018,9,3,0,24,4623.064705660834,9.647280070596535,2.2666760176625664
2018-10-01,0.009311791630991273,2018,10,4,0,1,4374.824671811491,9.73753308892275,2.2759878092935577
2018-10-08,0.027676142036870743,2018,10,4,0,8,4145.525152242884,10.01079440503381,2.3036639513304284
2018-10-15,0.05206488466168091,2018,10,4,0,15,3868.834293153221,10.545812228816532,2.3557288359921094
2018-10-22,0.03635256451881519,2018,10,4,0,22,3630.1348167634733,10.936232951093373,2.3920814005109245
2018-10-29,-0.0024770453221849564,2018,10,4,0,29,3620.804782465752,10.909176929748938,2.3896043551887396
2018-11-05,-0.040436765777583705,2018,11,4,0,5,3703.4049648037303,10.47684505711524,2.349167589411156
2018-11-12,-0.06646922845056746,2018,11,4,0,12,3906.9285774237665,9.803097046953201,2.2826983609605884
2018-11-19,-0.06890627095861879,2018,11,4,0,19,4152.846778251751,9.150349634617893,2.2137920900019696
2018-11-26,0.060841108527815546,2018,11,4,0,26,3866.581765003054,9.724351451797192,2.274633198529785
2018-12-03,0.1735733260917196,2018,12,4,0,3,3250.463253697226,11.56758193073927,2.448206524621505
2018-12-10,0.3469020341216682,2018,12,4,0,10,2279.33735718923,16.364405155889948,2.795108558743173
2018-12-17,0.23014324751014525,2018,12,4,0,17,1796.1870389209137,20.59919106321372,3.0252518062533182
2018-12-24,0.15504621808580943,2018,12,4,0,24,1525.7387679017636,24.053921137804483,3.1802980243391277
2018-12-31,0.07826321235514078,2018,12,4,0,31,1383.972105166285,26.01208497311048,3.2585612366942684
2019-01-07,0.1268168743421727,2019,1,1,0,7,1219.1340692423857,29.529155905200575,3.385378111036441
2019-01-14,0.0319526484853645,2019,1,1,0,14,1170.95532093927,30.487926705319214,3.4173307595218056
2019-01-21,0.04777921246013106,2019,1,1,0,21,1103.8156960782546,31.979976481053246,3.4651099719819367
2019-01-28,-0.17040200126071126,2019,1,1,0,28,1260.6816338068152,26.969537025245586,3.2947079707212255
2019-02-04,-0.09684595428580334,2019,2,1,0,4,1380.7112791468319,24.480136079489167,3.197862016435422
2019-02-11,0.05051017604972374,2019,2,1,0,11,1341.8313469419365,25.748392358503338,3.248372192485146
2019-02-18,0.12007404481569006,2019,2,1,0,18,1239.9520396393207,29.033381009213663,3.368446237300836
2019-02-25,0.035513219331077206,2019,2,1,0,25,1253.2004483066598,30.082976790297764,3.403959456631913
2019-03-04,-0.26642912146032627,2019,3,1,0,4,1744.270925230855,23.046878451338923,3.137530335171587
2019-03-11,-0.18804052331466536,2019,3,1,0,11,2105.1299175339764,19.096208583217372,2.9494898118569215
2019-03-18,-0.11466557784068776,2019,3,1,0,18,2343.281013683707,17.027407198283925,2.8348242340162337
2019-03-25,-0.06320396726794275,2019,3,1,0,25,2464.8859768329057,15.984512212862867,2.771620266748291
2019-04-01,-0.032099489235251966,2019,4,2,0,1,2538.831006346722,15.479565162768024,2.739520777513039
2019-04-08,-0.009232425233781427,2019,4,2,0,8,2575.4192068299712,15.337308930230318,2.7302883522792576
2019-04-15,0.015343936701793126,2019,4,2,0,15,2536.2037665483763,15.574458377907533,2.7456322889810507
2019-04-22,0.11340844240573134,2019,4,2,0,22,2252.8223039851496,17.44478467319856,2.859040731386782
2019-04-29,0.24376833883386162,2019,4,2,0,29,1765.4673602192765,22.26039454794498,3.1028090702206437
2019-05-06,0.40715416010144834,2019,5,2,0,6,1174.9919406556294,33.447037924422816,3.509963230322092
2019-05-13,0.5620493154836534,2019,5,2,0,13,686.8350779059324,58.67492982867047,4.0720125458057455
2019-05-20,0.5228479965831347,2019,5,2,0,20,404.1451884322749,98.97433186119213,4.59486054238888
2019-05-27,0.004987541511034088,2019,5,2,0,27,404.1451884322749,99.46920352049808,4.599848083899914
2019-06-03,0.0,2019,6,2,0,3,404.1451884322749,99.46920352049808,4.599848083899914
2019-06-10,-0.07947024066427577,2019,6,2,0,10,438.6618771033884,91.87030399384736,4.5203778432356385
2019-06-17,-0.383073739596659,2019,6,2,0,17,662.5821847248673,62.6337395673151,4.1373041036389795
2019-06-24,-0.013928996412003514,2019,6,2,0,24,655.6860852754688,61.76736232397705,4.123375107226976
2019-07-01,0.0070986108017825345,2019,7,3,0,1,651.0481060284745,62.20738471548318,4.1304737180287585
2019-07-08,0.032137853446475795,2019,7,3,0,8,627.3440890454245,64.23906864464291,4.162611571475234
2019-07-15,0.06378937259734574,2019,7,3,0,15,581.2734192085643,68.47035953267894,4.22640094407258
2019-07-22,0.09679781668356835,2019,7,3,0,22,527.6448530107339,75.42952380356176,4.323198760756148
2019-07-29,0.1892129567531855,2019,7,3,0,29,441.07307166169466,91.1413608827918,4.512411717509334
2019-08-05,0.0024844733276596642,2019,8,3,0,5,441.07307166169466,91.36808068598282,4.514896190836994
2019-08-12,-0.22988779564412898,2019,8,3,0,12,539.9214308719183,72.60315623459505,4.285008395192865
2019-08-19,-0.27055751543703277,2019,8,3,0,19,698.645876396397,55.392869703338,4.014450879755832
2019-08-26,-0.2525540623889593,2019,8,3,0,26,887.7533782564216,43.02996861023061,3.7618968173668725
2019-09-02,-0.21585990984322523,2019,9,3,0,2,1087.2191382352873,34.67562212084724,3.5460369075236473
2019-09-09,-0.12732888104633133,2019,9,3,0,9,1208.649383954235,30.52994564832145,3.418708026477316
2019-09-16,-0.1996787482145046,2019,9,3,0,16,1447.7778165382338,25.003836629129626,3.2190292782628114
2019-09-23,-0.22941892806168562,2019,9,3,0,23,1760.746226100419,19.877935548676778,2.9896103502011258
2019-09-30,-0.1787721740521011,2019,9,3,0,30,2057.2856492047526,16.623846092165213,2.8108381761490246
2019-10-07,-0.1514118975377583,2019,10,4,0,7,2344.6101956821153,14.2880893641486,2.6594262786112663
2019-10-14,-0.0733494169734743,2019,10,4,0,14,2507.9872407967982,13.277579510101674,2.586076861637792
2019-10-21,0.023645767728806444,2019,10,4,0,21,2464.0905876696065,13.595279397452003,2.6097226293665985
2019-10-28,0.0733518083800595,2019,10,4,0,28,2276.14440080871,14.630003258215327,2.683074437746658
2019-11-04,0.11031251740290715,2019,11,4,0,4,2069.017480190254,16.33625637464018,2.793386955149565
2019-11-11,0.10999449269216122,2019,11,4,0,11,1837.055450244279,18.235704314502538,2.9033814478417264
2019-11-18,0.06363146093662442,2019,11,4,0,18,1662.054223671331,19.433782327902726,2.9670129087783508
2019-11-25,0.15424933531206353,2019,11,4,0,25,1420.0672199196656,22.674982950329337,3.1212622440904143
2019-12-02,0.14495479825413105,2019,12,4,0,2,1213.1851391348457,26.211992691138153,3.2662170423445454
2019-12-09,0.08736758991101246,2019,12,4,0,9,1087.2191382352053,28.605088805263406,3.353584632255558
2019-12-16,-0.06198619963035368,2019,12,4,0,16,1138.147085344522,26.885804474680217,3.291598432625204
2019-12-23,0.05793095851634744,2019,12,4,0,23,1102.1672864280483,28.489323160518115,3.3495293911415516
2019-12-30,0.07912738990763168,2019,12,4,0,30,1066.9625536580606,30.83519649982371,3.4286567810491833
2020-01-06,0.020928389593625862,2020,1,1,0,6,1044.8647875404085,31.48732773112774,3.449585170642809
2020-01-13,0.0235861938991051,2020,1,1,0,13,1036.018017861066,32.23882154960655,3.473171364541914
2020-01-20,0.007765786284385623,2020,1,1,0,20,1000.302984402975,32.49015598948496,3.4809371508263
2020-01-27,0.10391483346092523,2020,1,1,0,27,912.394037018719,36.04802165023928,3.584851984287225
2020-02-03,0.02825560218767631,2020,2,1,0,3,900.7282407229166,37.08110669783536,3.6131075864749014
2020-02-10,-0.03175959808340423,2020,2,1,0,10,913.0912364380918,35.92193057065209,3.581347988391497
2020-02-17,-0.02937741530614435,2020,2,1,0,17,917.3789243864979,34.88198731118678,3.551970573085353
2020-02-24,-0.03622540495079685,2020,2,1,0,24,936.3577890370464,33.640986777495286,3.515745168134556
2020-03-02,0.11665645829889337,2020,3,1,0,2,859.7088125776542,37.80349756164027,3.6324016264334493
2020-03-09,0.23451325745055263,2020,3,1,0,9,700.9144459957294,47.79470617474492,3.866914883884002
2020-03-16,0.0390478558045273,2020,3,1,0,16,684.1334930867505,49.69790303146097,3.9059627396885293
2020-03-23,-0.2703929059496968,2020,3,1,0,23,922.9116474995616,37.92345680632081,3.6355698337388325
2020-03-30,-0.15815708646544913,2020,3,1,0,30,1081.052727668474,32.37584911837291,3.4774127472733833
2020-04-06,-0.07070623526487463,2020,4,2,0,6,1143.681919649333,30.16573000522569,3.4067065120085087
2020-04-13,-0.002819560500848528,2020,4,2,0,13,1130.2892496517165,30.080795699398756,3.40388695150766
2020-04-20,-0.003640486650238195,2020,4,2,0,20,1117.729028797962,29.971486055101266,3.400246464857422
