iter	MAE
214	0.02124167742
215	0.02119893267
216	0.02114569976
217	0.02110719482
218	0.02105384546
219	0.02101582752
220	0.02100035488
221	0.02098076478
222	0.02094353718
223	0.02090330749
224	0.02087498528
225	0.02084440567
226	0.02080831263
227	0.02078515319
228	0.02073878853
229	0.02069819724
230	0.02067595514
231	0.02064224271
232	0.02062737347
233	0.02059905595
234	0.02056366571
235	0.0205281997
236	0.02050855622
237	0.02046732799
238	0.02045994002
239	0.0204156231
240	0.02039995666
241	0.02038709706
242	0.02036340242
243	0.02034139382
244	0.02032286288
245	0.02030503094
246	0.0202978698
247	0.02025737715
248	0.02023733745
249	0.02023071232
250	0.02022719474
251	0.02019831901
252	0.02018136664
253	0.02014640605
254	0.02011235671
255	0.02010192764
256	0.02008925401
257	0.0200630532
258	0.02004034284
259	0.02001855624
260	0.01999041627
261	0.01996867851
262	0.01994583093
263	0.0199155976
264	0.01989664935
265	0.01988196285
266	0.01986326968
267	0.0198419076
268	0.01982025704
269	0.01980903287
270	0.01978732296
271	0.01977118572
272	0.01975628053
273	0.01974427255
274	0.01972827433
275	0.01971422312
276	0.01969478361
277	0.01968211919
278	0.01966931131
279	0.01964416575
280	0.01962606983
281	0.01961603899
282	0.01959004059
283	0.01956794727
284	0.01955171826
285	0.01953837987
286	0.01952443882
287	0.01951091272
288	0.0194968983
289	0.01948373717
290	0.01947167391
291	0.01945503549
292	0.01944051927
293	0.01942682834
294	0.01941675717
295	0.01939965765
296	0.01938637617
297	0.01937483408
298	0.01936446493
299	0.01935315084
300	0.01934129416
301	0.01933004333
302	0.01931321117
303	0.0192878155
304	0.01926565731
305	0.01924901412
306	0.01923196471
307	0.01922374484
308	0.01920893663
309	0.01919226665
310	0.01916919657
311	0.01916114233
312	0.01915521569
313	0.01914716566
314	0.01913415576
315	0.01912692439
316	0.0191125272
317	0.01909229718
318	0.01907829037
319	0.01906298795
320	0.0190497721
321	0.01904212636
322	0.01903385128
323	0.01900966067
324	0.01900451861
325	0.01899833154
326	0.0189779122
327	0.01897040745
328	0.01896608538
329	0.01894773119
330	0.0189403489
331	0.01893285104
332	0.01892165456
333	0.01890896798
334	0.0189004867
335	0.01889424575
336	0.0188810897
337	0.01886618191
338	0.01885894613
339	0.01883204478
340	0.0188213626
341	0.01881510828
342	0.01879023395
343	0.01878012383
344	0.01875071732
345	0.01873976199
346	0.01873087572
347	0.01872244787
348	0.01871433136
349	0.0187043178
350	0.01869332212
351	0.0186828014
352	0.01867584165
353	0.01866017368
354	0.01865632936
355	0.01864560319
356	0.01864248648
357	0.01863042669
358	0.01861909493
359	0.01861418431
360	0.01860385299
361	0.01859873813
362	0.01859406743
363	0.01859037895
364	0.01857883307
365	0.01857553676
366	0.01857093483
367	0.0185684643
368	0.01856425245
369	0.01855967071
370	0.01855352498
371	0.01854948072
372	0.01854433792
373	0.01854119665
374	0.01853274287
375	0.01852254031
376	0.01851136783
377	0.01849582367
378	0.0184888616
379	0.01848564227
380	0.01847765735
381	0.01847437525
382	0.01846454635
383	0.01845976801
384	0.01845487407
385	0.01843277425
386	0.0184295556
387	0.01841766875
388	0.01840829134
389	0.0183996289
390	0.01838806827
391	0.01837678746
392	0.01837213678
393	0.01835992451
394	0.01835866908
395	0.01834793269
396	0.01834490717
397	0.01834087383
398	0.01833824733
399	0.01833301202
400	0.01832228787
401	0.0183145241
402	0.01831165415
403	0.01830019663
404	0.01829048087
405	0.01828428511
406	0.01828114402
407	0.01827548825
408	0.0182736899
409	0.01827123506
410	0.01826444387
411	0.01825389935
412	0.01824471907
413	0.018235007
414	0.01822707937
415	0.0182196698
416	0.01821409287
417	0.01820588428
418	0.01819324644
419	0.01818512619
420	0.01818280004
421	0.01817724734
422	0.0181738058
423	0.01817099583
424	0.01816325153
425	0.0181572552
426	0.01815168751
427	0.01814291362
428	0.01814039255
429	0.01813839998
430	0.0181311868
431	0.01812455429
432	0.01811851991
433	0.01811574111
434	0.01810452116
435	0.01810129369
436	0.01809531961
437	0.01808793726
438	0.01808337812
439	0.01807679789
440	0.01807359556
441	0.01807140991
442	0.01806821952
443	0.01806141204
444	0.01805842627
445	0.01805492066
446	0.01805145106
447	0.01804814303
448	0.01804442639
449	0.01803466725
450	0.01802929907
451	0.01802121073
452	0.01801370721
453	0.0180103435
454	0.01800754256
455	0.01799761846
456	0.01798942996
457	0.01798660441
458	0.01798481223
459	0.01797911122
460	0.01797577341
461	0.01797436228
462	0.01796679212
463	0.01796574728
464	0.01796357759
465	0.0179616207
466	0.01795508631
467	0.01794969645
468	0.01794434324
469	0.01794119843
470	0.01793304183
471	0.01793150712
472	0.01792525971
473	0.01791102798
474	0.017902045
475	0.01789681444
476	0.01789553255
477	0.01789098686
478	0.01788284815
479	0.01788044943
480	0.0178754128
481	0.0178712291
482	0.01786596813
483	0.01786338696
484	0.01785262447
485	0.0178481904
486	0.01784444766
487	0.0178379715
488	0.01783399661
489	0.01782719392
490	0.01782097612
491	0.01781822446
492	0.01781295529
493	0.01780802936
494	0.01780388714
495	0.01779858444
496	0.01779742436
497	0.01779680549
498	0.01779235821
499	0.01778904384
500	0.01778555857
501	0.01778463434
502	0.01778071042
503	0.01777870188
504	0.01777463049
505	0.017771001
506	0.01776858264
507	0.01776621432
508	0.01775140072
509	0.01774993902
510	0.01774439624
511	0.01774344977
512	0.01773999108
513	0.01772674397
514	0.01771446896
515	0.01770888994
516	0.01770428251
517	0.01769891431
518	0.01769743166
519	0.01768393815
520	0.01768131177
521	0.01767735977
522	0.01767299253
523	0.01767222862
524	0.017669394
525	0.01765630414
526	0.01765052357
527	0.01763857619
528	0.01763655058
529	0.01763475617
530	0.01763178389
531	0.01762011313
532	0.01761554759
533	0.01761369144
534	0.01760950793
535	0.01760829268
536	0.01760279134
537	0.01759802393
538	0.01759265976
539	0.01758617379
540	0.01757912173
541	0.01757574006
542	0.017574426
543	0.01757003198
544	0.01756738852
545	0.01756221418
546	0.01755562652
547	0.01754400471
548	0.01754066905
549	0.01753901229
550	0.01753401339
551	0.01752979393
552	0.01751908686
553	0.01750760897
554	0.0175062507
555	0.01750443765
556	0.01750420431
557	0.01750172952
558	0.01750052401
559	0.01749963944
560	0.01749891661
561	0.01749578082
562	0.01749098628
563	0.0174870444
564	0.01747667294
565	0.01745988778
566	0.01745560293
567	0.01745307903
568	0.01745144912
569	0.01745039153
570	0.01744879924
571	0.0174419397
572	0.01743217413
573	0.01742541351
574	0.01742487869
575	0.0174241929
576	0.01741354053
577	0.01740480657
578	0.0174006239
579	0.01739124252
580	0.01739028436
581	0.01738106604
582	0.01738022946
583	0.01737786346
584	0.01737458408
585	0.01736565583
586	0.01736496134
587	0.01735628772
588	0.01735161733
589	0.01734949397
590	0.01734651186
591	0.01734399853
592	0.01733512151
593	0.01732634911
594	0.01732535816
595	0.01732364611
596	0.01731548984
597	0.01731453713
598	0.01731318842
599	0.01730436174
600	0.01729896207
601	0.01729784782
602	0.01729680218
603	0.01728849522
604	0.01728527883
605	0.01727626287
606	0.01727519448
607	0.01727413378
608	0.01727177467
609	0.01727144724
610	0.01727034874
611	0.01726605459
612	0.01725418183
613	0.01724942485
614	0.01724713894
615	0.01724492581
616	0.01723666315
617	0.01723531749
618	0.01723107219
619	0.01723041729
620	0.01722289482
621	0.01721570868
622	0.01720816654
623	0.01720550286
624	0.01720389378
625	0.01720224789
626	0.01719033022
627	0.01718745909
628	0.01717375306
629	0.01716667691
630	0.01716565769
631	0.01716433916
632	0.01715666811
633	0.01715063954
634	0.01714369425
635	0.01714285623
636	0.01714057803
637	0.01713499144
638	0.01711420912
639	0.01711316746
640	0.01710854659
641	0.01710804635
642	0.01710727515
643	0.01710255076
644	0.01709976428
645	0.01709521516
646	0.01708873342
647	0.01708824173
648	0.01708696726
649	0.01706859939
650	0.01706457689
651	0.01706408013
652	0.01706315302
653	0.01706103248
654	0.01705890353
655	0.01705778136
656	0.01705662102
657	0.01705223537
658	0.01704844964
659	0.01704694464
660	0.01704398993
661	0.01704108498
662	0.01703726172
663	0.01702888815
664	0.01702369659
665	0.0170224349
666	0.01702102536
667	0.01701660265
668	0.01701204859
669	0.01701158039
670	0.01700828242
671	0.01700531789
672	0.01700489379
673	0.01700284646
674	0.01700147293
675	0.01700072851
676	0.01699893601
677	0.01699860866
678	0.01699754778
679	0.01699482493
680	0.01697653426
681	0.01697601449
682	0.01697554742
683	0.01697249203
684	0.01696767043
685	0.01695444372
686	0.01695380003
687	0.01695285738
688	0.01694950333
689	0.01694631961
690	0.01694591058
691	0.01694513853
692	0.01694421704
693	0.01693768497
694	0.01693746605
695	0.01693132539
696	0.01692535717
697	0.01692431855
698	0.01692019477
699	0.01691945115
700	0.01691290421
701	0.01690659519
702	0.01690461941
703	0.01688803995
704	0.01688712539
705	0.01688306517
706	0.01688238701
707	0.01687612603
708	0.01687547205
709	0.01687491792
710	0.01687254233
711	0.01687192952
712	0.01686627538
713	0.01686479636
714	0.01686424187
715	0.01686386131
716	0.01686054788
717	0.01684035705
718	0.01683655679
719	0.01683556882
720	0.01681935432
721	0.01681877398
722	0.01681702965
723	0.01681677675
724	0.01681651403
725	0.01681381651
726	0.01680867656
727	0.0168069748
728	0.01680305569
729	0.01679925524
730	0.0167976422
731	0.0167962136
732	0.01679578513
733	0.01679195586
734	0.01679136303
735	0.01679091778
736	0.01678503112
737	0.01678209858
738	0.01677787273
739	0.01677713045
740	0.01677503155
741	0.01677453451
742	0.01677410904
743	0.01677380936
744	0.0167733427
745	0.01677286429
746	0.01677237877
747	0.01677117505
748	0.01677072499
749	0.01676501526
750	0.01676309899
751	0.01676233962
752	0.01675690956
753	0.01675605795
754	0.01675562113
755	0.01675305958
756	0.01675038455
757	0.0167499785
758	0.01674821249
759	0.01674485403
760	0.01674408669
761	0.01673503327
762	0.0167339513
763	0.01672166819
764	0.0167214654
765	0.01672127793
766	0.01672007234
767	0.01671463707
768	0.01671426966
769	0.01670949504
770	0.01670417616
771	0.01670380622
772	0.01670256004
773	0.01669651934
774	0.01669340058
775	0.01668837518
776	0.01668140079
777	0.01666171997
778	0.01666162936
779	0.01665656007
780	0.01665647213
781	0.01664917368
782	0.01664888508
783	0.01664851708
784	0.01664784972
785	0.01664767666
786	0.01664278966
787	0.01663000169
788	0.01662982367
789	0.01662969818
790	0.01662934575
791	0.01661130882
792	0.01660652419
793	0.01658784095
794	0.01658741079
795	0.01658562496
796	0.01658281667
797	0.01658190518
798	0.016581815
799	0.01657131838
800	0.01655332207
801	0.01655313715
802	0.01655294118
803	0.01654964544
804	0.01653844358
805	0.01653628351
806	0.01653467646
807	0.01653039989
808	0.01653009818
809	0.01650634404
810	0.01650163278
811	0.01648854376
812	0.01647232308
813	0.01646942579
814	0.01646611777
815	0.01646534277
816	0.016465234
817	0.01646227429
818	0.01646048644
819	0.01645968787
820	0.01645692027
821	0.01645425378
822	0.01645396125
823	0.01645307144
824	0.01645285953
825	0.01645035495
826	0.01644727043
827	0.01644332691
828	0.01644127345
829	0.01643667625
830	0.01643458151
831	0.01643306944
832	0.01643183914
833	0.01642714899
834	0.01641519739
835	0.01641252891
836	0.01640811021
837	0.01639231932
838	0.0163878428
839	0.0163834558
840	0.01637966579
841	0.01637904608
842	0.01637733969
843	0.01637723569
844	0.01636312873
845	0.01635882068
846	0.01634205386
847	0.01633296582
848	0.01632460402
849	0.01632415566
850	0.0163238081
851	0.01632337486
852	0.01632310862
853	0.01631930908
854	0.01631822422
855	0.01631766895
856	0.01631735357
857	0.01631725114
858	0.01631528678
859	0.01631131305
860	0.01629360995
861	0.01628971599
862	0.01628890485
863	0.01628739547
864	0.01628606983
865	0.01628238742
866	0.01628221493
867	0.01627502868
868	0.01627134532
869	0.01627126093
870	0.01627098547
871	0.01626972266
872	0.01626614408
873	0.01626437085
874	0.01626414415
875	0.01626170422
876	0.01626076824
877	0.01624989679
878	0.01624884763
879	0.01624659108
880	0.01624651654
881	0.01624635778
882	0.01624176283
883	0.01624155735
884	0.01624134358
885	0.01624128586
886	0.01623890739
887	0.01623769438
888	0.01623309864
889	0.01621860923
890	0.01621417204
891	0.01621394649
892	0.01621137605
893	0.01621050633
894	0.01621045096
895	0.01619871956
896	0.01619668856
897	0.01619426994
898	0.01619401963
899	0.01619203743
900	0.01619199462
901	0.01618981242
902	0.01618963404
903	0.01618908741
904	0.01618786563
905	0.01618733216
906	0.01617549397
907	0.01617499477
908	0.01617466996
909	0.01617314635
910	0.01617309336
911	0.01617289222
912	0.01617285396
913	0.01615627239
914	0.01615362789
915	0.01614969805
916	0.01614716025
917	0.01614452727
918	0.0161194736
919	0.01611846129
920	0.01611829207
921	0.01611568411
922	0.01611187076
923	0.01610792518
924	0.01610700259
925	0.01610236137
926	0.01609817727
927	0.01609119217
928	0.01608860718
929	0.01608486434
930	0.01608119635
931	0.01608068063
932	0.01608044547
933	0.01607487859
934	0.01606430068
935	0.01606357785
936	0.01606010816
937	0.01605654544
938	0.01605123586
939	0.01605004863
940	0.016045488
941	0.01604252133
942	0.01603890273
943	0.01603365473
944	0.01603287147
945	0.01603110899
946	0.01602598009
947	0.01602406433
948	0.01601963925
949	0.01601745195
950	0.01601242933
951	0.01601121767
952	0.01600929507
953	0.0160057534
954	0.01599118363
955	0.0159830458
956	0.0159809714
957	0.01598091976
958	0.01598013987
959	0.0159787323
960	0.01597869499
961	0.01597529248
962	0.01596929282
963	0.0159692358
964	0.01596827489
965	0.01595394778
966	0.01594221004
967	0.0159388455
968	0.01593688042
969	0.01593671085
970	0.01593451421
971	0.01592533479
972	0.01592516511
973	0.01591965767
974	0.01591890429
975	0.01591808864
976	0.01591745649
977	0.0159151469
978	0.01591257361
979	0.0158973517
980	0.01589498946
981	0.01589480789
982	0.01589248374
983	0.01588951287
984	0.01588054702
985	0.01587610128
986	0.01587593937
987	0.01587256122
988	0.01587066522
989	0.01586892518
990	0.01586874612
991	0.01586855893
992	0.0158668883
993	0.0158668565
994	0.0158652947
995	0.01586107642
996	0.01586092229
997	0.01585966142
998	0.01585869946
999	0.01583344099
